,Topic,Raw Count
1020, happy shall happy prominence shall,2
1021, work man wants years,2
1022, emigration seamen ship sea,2
1023, tuberculosis disease treatment anthrax,2
1024, branch branches secretary general secretary,2
1025, jubilee thanks wish compliments,2
1026, conference labour union employers,2
1027, buckle mr buckle simon mr,2
1028, th day month month latest fact fifteenth,2
1029, union labour employers unions,2
1030, conference resolution council members,2
1031, insurance pensions fund superannuation,2
1032, government district policy minister,2
1033, agreement federation settlement convention,2
1034, district houses districts housing,2
1035, operatives service service men ex,2
1036, stamp stamped union stamp trade union,2
1037, cent cost living food living,2
1038, holiday month holidays th,2
1039, education teachers educational age,2
1040, holiday holidays th day,2
1041, leicester street northampton norwich,2
1042, holiday insurance superannuation compensation,2
1043, arbitration agreement defendant agreements,2
1044, labour labour party party house,2
1045, daily herald daily herald office,2
1046, trade firm miners firms,2
1047, industry industrial life unity,2
1048, members membership jubilee president,2
1049, operatives suspension suspended service,2
1050, union conference trade general,2
1051, mr street leicester labour,2
1052, war seamen ship seamens,2
1053, returns central office th month central,2
1054, unemployment unemployed holiday wages,2
1055, policy government scheme war,2
1056, pensions superannuation rates prices,2
1057, manufacturers food industry agricultural,2
1058, trade bad trade bad employment,2
1059, education age school teachers,2
1060, houses land rent housing,2
1061, tuberculosis sick health ministry health,2
1062, th month th month february,2
1063, union labour workers trade,2
1064, labour unemployment employers workers,2
1065, branch insurance branches rates,2
1066, government policy scheme movement,2
1067, union women employers labour,2
1068, conference labour party resolution,2
1069, russia league war nations,2
1070, herald daily daily herald report,2
1071, firm trade manufacturers board,2
1072, laughter branch pay man,2
1073, cash order costs od costs costs mr,2
1074, labour union conference trade,2
1075, unemployment insurance wages employment,2
1076, mr leicester council london,2
1077, war peace people work,2
1078, russia russian emigration germany,2
1079, work man did week,2
1080, education school schools teachers,2
1081, improvement slight year time,2
1082, food prices land agricultural,2
1083, labour party labour party government,2
1084, unemployment employment short time unemployed,2
1085, labour union unions party,2
1086, mr smith street hm,2
1087, unemployment employment employers wages,2
1088, war government peace movement,2
1089, cent rates year prices,2
1090, operatives members membership district,2
1091, insurance scheme pensions compensation,2
1092, factory industry manufacturers industrial,2
1093, trade bad trade bad state trade,2
1094, firm firms society operative,2
1095, women womens females girls,2
1096, holiday week hours holidays,2
1097, defendant suspension suspended umpire,2
1098, central office report reports central,2
1099, members stamp stamped membership,2
1100, jubilee happy remain fraternally fraternally,2
1101, report reports inspectors exclusively use,2
1102, arbitration superannuation fund pensions,2
1103, hours unemployment holiday unemployed,2
1104, position hope future present,2
1105, cent prices food cost living,2
1106, branch branches branch president branch secretaries,2
1107, mr street firm hm,2
1108, conference branch delegates resolution,2
1109, operatives members government district,2
1110, manufacturers trade board board industry,2
1111, federation agreement league settlement,2
1112, employment hours short time short,2
1113, conference party resolution labour,2
1114, leicester mr street hm,2
1115, war members peace movement,2
1116, insurance fund pensions compensation,2
1117, houses housing metro london metro,2
1118, reports statements report letter,2
1119, leicester norwich scottish northampton,2
1120, education school district schools,2
1121, operatives war seamen men,2
1122, work man speech baldwin,2
1123, trade bad state trade trade bad,2
1124, cent increase figures total,2
1125, branch branches returns secretary branches,2
1126, russia russian europe germany,2
1127, union trade labour miners,2
1128, mr council labour general,2
1129, boxd boxd label label stamp,2
1130, th february march month,2
1131, leicester street mr boot shoe,2
1132, great britain britain wales british,2
1133, policy government movement war,2
1134, fund rates prices balance,2
1135, agreement russia federation league,2
1136, death buckle bleakley mr,2
1137, reports report letter central office,2
1138, work man branch pay,2
1139, union labour unions wages,2
1140, conference delegates council branch,2
1141, mr firm street leicester,2
1142, unemployment holiday employment unemployed,2
1143, board trade board manufacturers industry,2
1144, war peace future progress,2
1145, members agreement league nations,2
1146, fund sick rates superannuation,2
1147, union unions labour women,2
1148, russia russian soviet czecho,2
1149, food agricultural prices average,2
1150, labour mr labour party party,2
1151, branch operatives secretary branches,2
1152, prices rates food cost living,2
1153, employment unemployed short time improvement,2
1154, union trade workers unemployment,2
1155, conference agreement council resolution,2
1156, mr leicester london smith,2
1157, improvement men statements time,2
1158, war nations peace league,2
1159, cent increase figures decrease,2
1160, president general president man branch,2
1161, union international miners international labour,2
1162, conference delegates council resolution,2
1163, labour unemployment employers union,2
1164, trade food industry trade board,2
1165, street london leicester norwich,2
1166, insurance pensions superannuation compensation,2
1167, rates employment wages cost living,2
1168, improvement short time short time,2
1169, insurance benefit unemployment fund,2
1170, prices food land agricultural,2
1171, holiday th holidays th month,2
1172, report reports letter central office,2
1173, defendant suspension court suspended,2
1174, work speech man baldwin,2
1175, labour union unemployment wages,2
1176, conference council branch committee,2
1177, league convention nations league nations,2
1178, agreement rules scheme national agreement,2
1179, houses housing house room,2
1180, education teachers schools children,2
1181, operatives mccarthy mr mccarthy service men,2
1182, progress hope report new year,2
1183, pay business man wants,2
1184, great britain britain northern ireland northern,2
1185, conference delegates rule board,2
1186, rates returns prices dividend,2
1187, holiday operatives hours holidays,2
1188, stevens man work wife,2
1189, scottish ireland scotland irish,2
1190, th month january february,2
1191, seamen orders ship officers,2
1192, report reports central office statements,2
1193, mr richards president poulton,2
1194, members membership men rely rely,2
1195, report inspectors reports exclusively use,2
1196, trade labour wages union,2
1197, conference council delegates committee,2
1198, position matter errors creep errors,2
1199, government policy movement people,2
1200, president general general president pleased,2
1201, council members conference mr,2
1202, union employers labour unemployment,2
1203, mr hm trade street,2
1204, trade industry manufacturers board,2
1205, branch firm branches firms,2
1206, cent rates prices increase,2
1207, pensions superannuation fund sick,2
1208, members operatives meeting membership,2
1209, education age school educational,2
1210, stamp stamped reports members,2
1211, tuberculosis health disease medical,2
1212, operatives officers operative discharged,2
1213, mr street leicester hm,2
1214, business man work week,2
1215, members labour council party,2
1216, trade workers union labour,2
1217, benefit insurance firm fund,2
1218, happy hope shall happy prominence,2
1219, month th th month june,2
1220, man work speech said,2
1221, cent rates increase year,2
1222, movement seats operative movement operative,2
1223, printing price cash cash order cash,2
1224, pensions superannuation fund funds,2
1225, branch operatives branches report,2
1226, leicester street northampton mr,2
1227, rule strike delete line,2
1228, agricultural land agriculture food,2
1229, february march th january,2
1230, war members men workers,2
1231, insurance benefit holiday fund,2
1232, reports report reports exclusively letter,2
1233, improvement slight progress slight improvement,2
1234, man pay speech business,2
1235, branch branches returns reaching general,2
1236, pairs cent increase dozen pairs,2
1237, th june day month,2
1238, insurance pensions rates sick,2
1239, government policy scheme statements,2
1240, russia government policy league,2
1241, trade firm manufacturers firms,2
1242, cent increase year food,2
1243, death sympathy mr jubilee,2
1244, improvement position regret better,2
1245, tuberculosis treatment disease sick list,2
1246, union women trade labour,2
1247, miners industry trade government,2
1248, women womens education girls,2
1249, women girls womens men rely,2
1250, th february month march,2
1251, union employers unemployment wages,2
1252, conference party delegates labour party,2
1253, women mr members womens,2
1254, trade firm manufacturers board,2
1255, insurance superannuation fund scheme,2
1256, labour union trade women,2
1257, members council mr branch,2
1258, firm street hm mr,2
1259, conference resolution agreement meeting,2
1260, trade prices war price,2
1261, cent year rates increase,2
1262, holiday hours week hour,2
1263, firm manufacturers industry trade board,2
1264, leicester scottish norwich mccarthy,2
1265, branch branches returns th month,2
1266, street road london hall,2
1267, commons house commons house parliament,2
1268, operatives officers organisation service men,2
1269, tuberculosis treatment sickness disease,2
1270, trade firm bad firms,2
1271, branch branches general secretary,2
1272, operatives seamen officials officers,2
1273, league federation agreement league nations,2
1274, union unemployment labour miners,2
1275, leicester street hm mr,2
1276, branch operatives branches branch secretaries,2
1277, wages rates minimum superannuation,2
1278, league agreement federation settlement,2
1279, conference council resolution meeting,2
1280, labour party mr labour party,2
1281, holiday employment unemployment unemployed,2
1282, members government vote district,2
1283, russia league war russian,2
1284, war peace unity hope,2
1285, operatives service men service discharged,2
1286, industry trade industrial tariff,2
1287, operatives service men officers service,2
1288, improvement future time progress,2
1289, boot shoe trade boot shoe,2
1290, union employers unions unemployment,2
1291, mr poulton commons house commons,2
1292, wages rates minimum cost living,2
1293, shoe boot firm boot shoe,2
1294, war government federation policy,2
1295, insurance office returns fund,2
1296, miners coal food mining,2
1297, death sympathy regret widow,2
1298, scheme statements errors creep pointed,2
1299, movement unity future spirit,2
1300, operatives service men met operatives service,2
1301, street leicester road northampton,2
1302, mr smith poulton death,2
1303, hours holiday hour hour day,2
1304, branch branches returns stamp,2
1305, russia russian german soviet,2
1306, mr street firm smith,2
1307, members war government policy,2
1308, education teachers children age,2
1309, operatives seamen ship officers,2
1310, th february march month latest,2
1311, council conference resolution committee,2
1312, trade firm industry firms,2
1313, mr smith poulton hm,2
1314, street leicester trade norwich,2
1315, branch operatives district branches,2
1316, hours holiday hour day,2
1317, jubilee fraternally thanks remain,2
1318, league nations russia league nations,2
1319, unemployment unemployed gazette labour gazette,2
1320, conference mr council secretary,2
1321, labour union unemployment workers,2
1322, leicester london hm street,2
1323, insurance rates superannuation fund,2
1324, industry government policy war,2
1325, members meeting meetings membership,2
1326, federation russia russian emigration,2
1327, cost living cent living increase,2
1328, holiday holidays th march,2
1329, scheme position proposals proposal,2
1330, district election districts vote,2
1331, bleakley death mr sympathy,2
1332, mr street leicester poulton,2
1333, rely men hope errors creep,2
1334, fund rates prices dividend,2
1335, insurance benefit scheme holiday,2
1336, party labour labour party commons,2
1337, trade trade board board exports,2
1338, death sympathy funeral loss,2
1339, movement socialist communists communist,2
1340, conference council mr members,2
1341, union workers labour employers,2
1342, war nations agreement league,2
1343, arbitration defendant office court,2
1344, cent cost living rates cost,2
1345, men rely rely hope men,2
1346, holiday th march holidays,2
1347, statements scheme piecework quantity,2
1348, th month day month fact fifteenth,2
1349, movement communists democracy communist,2
1350, war league nations countries,2
1351, men rely rely men shall happy,2
1352, war russia federation nations,2
1353, prices cent cost living cost,2
1354, scheme war errors creep errors,2
1355, trade bad employment trade bad,2
1356, agricultural land trade emigration,2
1357, russia russian movement germany,2
1358, operatives seamen officers orders,2
1359, prices food agricultural price,2
1360, defendant suspended suspension court,2
1361, reports report divulged information contained,2
1362, man wants pay work,2
1363, seats seat sitting turnshoe,2
1364, union wages labour workers,2
1365, conference council resolution arbitration,2
1366, operatives government members policy,2
1367, conference labour council mr,2
1368, mr street hm london,2
1369, employment unemployment unemployed short time,2
1370, firm manufacturers trade board board,2
1371, poulton mr death mr poulton,2
1372, prices food cost price,2
1373, factory industry factories inspectors,2
1374, man work business week,2
1375, mr street smith leicester,2
1376, war members peace membership,2
1377, holiday week holidays holiday scheme,2
1378, education educational schools school,2
1379, letter jubilee remain fraternally fraternally,2
1380, conference mr labour party,2
1381, branch rule branches board,2
1382, operatives members membership time,2
1383, government policy consumption tax,2
1384, death sympathy died regret,2
1385, government policy movement emigration,2
1386, tuberculosis health sick sickness,2
1387, unemployment employers wages holiday,2
1388, trade trade board manufacturers board,2
1389, members scheme membership hope,2
1390, firm branch operatives firms,2
1391, agreement convention league nations,2
1392, government war policy russia,2
1393, insurance superannuation benefit unemployment,2
1394, operatives branch branches officers,2
1395, fund funds dividend arrears,2
1396, league federation nations league nations,2
1397, act draft convention conventions,2
1398, union unemployment trade wages,2
1399, branch work years business,2
1400, sewn machine hand clicking,2
1401, firm manufacturers industry firms,2
1402, rates prices trade dividend,2
1403, industry manufacturers factories factory,2
1404, government policy russia russian,2
1405, houses district housing house,2
1406, scheme statements errors creep,2
1407, women womens womens branch girls,2
1408, holiday hours hour day,2
1409, rates cent dividend fund,2
1410, operatives mccarthy service men service,2
1411, labour conference members union,2
1412, unemployment wages insurance employers,2
1413, movement men rely socialist,2
1414, food agricultural exports land,2
1415, bleakley death mrs mr,2
1416, increase year figures cent,2
1417, fund cash printing balance,2
1418, jubilee thanks happy remain fraternally,2
1419, union labour women unions,2
1420, conference council delegates agreement,2
1421, mr commons house commons house,2
1422, prices trade board trade board,2
1423, operatives men officers service men,2
1424, members membership happy make success,2
1425, conference council members general,2
1426, insurance pensions sick superannuation,2
1427, prices cost living cost living,2
1428, cent increase year ago,2
1429, operatives seamen war orders,2
1430, happy meeting shall happy prominence,2
1431, russia league russian agreement,2
1432, leicester street london norwich,2
1433, letter jubilee copy wish,2
1434, women womens girls labour women,2
1435, labour conference union women,2
1436, street hm london road,2
1437, education operatives school educational,2
1438, branch branches returns send,2
1439, report reports complaints balance,2
1440, government industry movement position,2
1441, pensions superannuation fund rates,2
1442, war british russia peace,2
1443, operatives branch members branches,2
1444, holiday holidays december th,2
1445, man profits said work,2
1446, women womens girls socialist,2
1447, herald daily daily herald government,2
1448, operatives members federation operative,2
1449, happy shall happy prominence hope,2
1450, returns central office office central,2
1451, unemployment wages employers labour,2
1452, mr leicester hm poulton,2
1453, improvement progress time short time,2
1454, arbitration agreement strike defendant,2
1455, fund superannuation pensions funds,2
1456, branch branches secretary operatives,2
1457, mr leicester smith president,2
1458, russia league federation league nations,2
1459, insurance health health insurance report,2
1460, commons house commons house ireland,2
1461, union employers unemployment labour,2
1462, conference party branch labour party,2
1463, education trade firm government,2
1464, insurance arbitration benefit pensions,2
1465, members membership rely happy,2
1466, irish scottish ireland scotland,2
1467, union labour conference trade,2
1468, government policy men peace,2
1469, war russia league nations,2
1470, prices price half sales,2
1471, tuberculosis health medical minister health,2
1472, food prices sugar imports,2
1473, month february march th january february,2
1474, membership members new members member,2
1475, union unemployment labour workers,2
1476, conference arbitration rule delegates,2
1477, trade firm firms trade board,2
1478, insurance pensions sick benefit,2
1479, insurance fund benefit pensions,2
1480, cent year employment short time,2
1481, wages unemployment unemployed wage,2
1482, war seamen discharged service men,2
1483, reports report statements exclusively use,2
1484, rates scheme orders minimum,2
1485, labour union unemployment members,2
1486, prices fund arrears dividend,2
1487, food agricultural war prices,2
1488, cent increase figures average,2
1489, tuberculosis disease treatment sick list,2
1490, month th month th february,2
1491, sewn machine hand department,2
1492, ireland irish britain great britain,2
1493, mr women leicester street,2
1494, conference delegates branch council,2
1495, women womens men rely,2
1496, scheme report reports statements,2
1497, labour union council mr,2
1498, reports report letter exclusively use,2
1499, district wales england england wales,2
1500, males females females total total,2
1501, thanks speech mr pleasure,2
1502, unemployment wages employment unemployed,2
1503, scheme movement hope membership,2
1504, rates prices trade price,2
1505, education school district teachers,2
1506, work man wife did,2
1507, union trade miners labour,2
1508, war government peace policy,2
1509, mr labour party labour party,2
1510, members education school educational,2
1511, prices cent rates food,2
1512, houses district housing districts,2
1513, war nations league league nations,2
1514, arbitration board court arbitration board,2
1515, week hours hour day,2
1516, firm firms operative society,2
1517, women womens womens branch labour,2
1518, london street road london metro,2
1519, president mr thanks general president,2
1520, unemployment hours employment wages,2
1521, firm district firms manufacturers,2
1522, employers arbitration defendant court,2
1523, prices cent food rates,2
1524, members meeting membership organisers,2
1525, movement position future unity,2
1526, health land agricultural medical,2
1527, branch women mr secretary,2
1528, war federation nations russia,2
1529, war peace men men rely,2
1530, government report policy inspectors,2
1531, miners industry trade coal,2
1532, peace time matter errors creep,2
1533, mr hm dead females,2
1534, rates central office prices central,2
1535, war russia russian britain,2
1536, fund balance dividend tax,2
1537, scheme errors creep errors creep,2
1538, insurance health district health insurance,2
1539, work man baldwin mr,2
1540, operatives operatives working ex met operatives,2
1541, conference council party resolution,2
1542, industry movement government policy,2
1543, conference resolution arbitration agreement,2
1544, government movement war policy,2
1545, strike suspension defendant umpire,2
1546, russia russian war germany,2
1547, improvement slight year progress,2
1548, reports report reports exclusively information contained,2
1549, labour union conference general,2
1550, unemployment wages employers workers,2
1551, insurance arbitration rule benefit,2
1552, street mr london hm,2
1553, government movement policy operative,2
1554, miners coal russia russian,2
1555, holiday week th day,2
1556, houses room rooms rent,2
1557, strike stoppage strikes general strike,2
1558, conference rule delegates arbitration,2
1559, labour union employers workers,2
1560, street firm london leicester,2
1561, cent superannuation year pensions,2
1562, agreement arbitration rule delete,2
1563, league federation russia movement,2
1564, members membership societies organisation,2
1565, operatives service service men discharged,2
1566, union unions wages trade,2
1567, poulton richards mr president,2
1568, war government agreement nations,2
1569, hm females dead tf,2
1570, dividend arrears tax balance,2
1571, branch branches branch secretaries branch officers,2
1572, labour trade union workers,2
1573, wages employers insurance rates,2
1574, mr council chairman general,2
1575, hours holiday short time short,2
1576, trade bad trade board board,2
1577, agreement federation scheme national agreement,2
1578, firm firms operative shop,2
1579, district agricultural land districts,2
1580, manufacturers manufacturers federation machine sewn,2
1581, work man baldwin said,2
1582, union labour unemployment trade,2
1583, conference party labour resolution,2
1584, rely men scheme matter,2
1585, operatives members organisers meeting,2
1586, firm firms manufacturers repairing,2
1587, work man said did,2
1588, cent food prices increase,2
1589, holiday th holidays agreement,2
1590, reports report inspection inspectors,2
1591, jubilee thanks wish tea,2
1592, war seamen service men,2
1593, baldwin marlow mr business,2
1594, pairs th dozen pairs dozen,2
1595, branch operatives branches district,2
1596, league russia league nations nations,2
1597, members membership happy new members,2
1598, trade improvement plymouth bad,2
1599, union unemployment trade workers,2
1600, conference members labour council,2
1601, wages fund rates insurance,2
1602, government men policy movement,2
1603, food war prices sugar,2
1604, pairs males week dozen pairs,2
1605, fund insurance pensions superannuation,2
1606, unemployment wages unemployed cost living,2
1607, prices food rates agricultural,2
1608, members membership happy jubilee,2
1609, th month th month april,2
1610, russia russian socialist soviet,2
1611, street london road kettering,2
1612, germany nations league war,2
1613, manufacturers repairing machine repairers,2
1614, rates prices minimum rate,2
1615, labour union unions miners,2
1616, wages employers insurance cent,2
1617, conference council delegates chairman,2
1618, trade prices food board,2
1619, government scheme movement policy,2
1620, agreement nations league settlement,2
1621, unemployment employment unemployed short time,2
1622, rule arbitration delete line,2
1623, employers wages employment unemployment,2
1624, branch branches secretary district,2
1625, trade food trade board board,2
1626, report reports scheme statements,2
1627, cent prices food increase,2
1628, firm trade manufacturers trade board,2
1629, miners coal land agricultural,2
1630, hours hour day working,2
1631, trade trade bad bad plymouth,2
1632, party labour labour party council,2
1633, firm industry board trade board,2
1634, conference meeting held conferences,2
1635, resolution delegates agreement league,2
1636, cent increase year compared,2
1637, members membership scheme operative,2
1638, union conference labour general,2
1639, employers insurance wages benefit,2
1640, mr hm leicester street,2
1641, hope trust unity time,2
1642, workers government movement policy,2
1643, returns send returns send cash,2
1644, buckle mr buckle speech simon,2
1645, conference party delegates council,2
1646, mr leicester smith hm,2
1647, war trade trade board board,2
1648, stamp stamped union stamp matter stated,2
1649, mr firm hm smith,2
1650, cent insurance year rates,2
1651, miners coal government workers,2
1652, members war membership peace,2
1653, manufacturers industry operative repairers,2
1654, women womens rely men,2
1655, boot shoe boot shoe shoe operatives,2
1656, man work stevens died,2
1657, february month march th,2
1658, holiday insurance superannuation health,2
1659, rates fund prices dividend,2
1660, mr thanks baldwin marlow,2
1661, members membership president general president,2
1662, insurance fund benefit scheme,2
1663, branch branches office district,2
1664, holiday week holidays hours,2
1665, cost living living cent cost,2
1666, operatives members membership officers,2
1667, death sympathy funeral regret,2
1668, report reports complaints inspectors,2
1669, labour union workers unions,2
1670, conference council committee delegates,2
1671, thanks remain fraternally fraternally wish,2
1672, employers labour wages international labour,2
1673, mr hm leicester poulton,2
1674, russia germany league federation,2
1675, agreement settlement national agreement convention,2
1676, operatives men work service,2
1677, rates cent prices increase,2
1678, reports statements exclusively use reports exclusively,2
1679, education health school educational,2
1680, movement communists communist operative movement,2
1681, th june july april,2
1682, conference council party delegates,2
1683, education government policy teachers,2
1684, branch operatives branches returns,2
1685, russia industry russian germany,2
1686, strike rule compensation rules,2
1687, firm manufacturers board trade board,2
1688, members membership meeting happy,2
1689, russia russian irish ireland,2
1690, operatives seamen service ship,2
1691, cent compared increase decrease,2
1692, operatives mccarthy organiser mr mccarthy,2
1693, president general president bostock general,2
1694, union wages employers unemployment,2
1695, fund holiday insurance funds,2
1696, mr hm smith dead,2
1697, cent insurance fund health,2
1698, hope time men things,2
1699, branch members operatives secretary,2
1700, mr leicester poulton smith,2
1701, war nations russia federation,2
1702, employment improvement trade bad,2
1703, leicester street road northampton,2
1704, federation league russia nations,2
1705, president general president thanks remain fraternally,2
1706, members branch branches operatives,2
1707, war movement peace facts,2
1708, operatives report inspectors reports,2
1709, conference delegates arbitration chairman,2
1710, mr street london hm,2
1711, unemployment employers wages wage,2
1712, members operatives branch report,2
1713, holiday insurance benefit superannuation,2
1714, war men peace rely,2
1715, seamen ship war service,2
1716, conference mr women council,2
1717, resolution agreement war government,2
1718, insurance fund superannuation health,2
1719, wages employers holiday wage,2
1720, mr hm richards poulton,2
1721, unemployment unemployed employment unemployment insurance,2
1722, tuberculosis sick sickness health,2
1723, trade bad plymouth trade bad,2
1724, scotland scottish wales britain,2
1725, unemployment employers labour wages,2
1726, boot shoe boot shoe leather,2
1727, cent fund year superannuation,2
1728, women womens age girls,2
1729, russia russian league nations,2
1730, happy letter shall happy prominence,2
1731, man work pay week,2
1732, reports report reports exclusively exclusively use,2
1733, buttons boxd boxd label label,2
1734, boot shoe boot shoe operatives,2
1735, members council conference general,2
1736, daily herald government daily herald,2
1737, work man baldwin pay,2
1738, month th th month day,2
1739, war german russia germany,2
1740, teachers age school apprentices,2
1741, trade bad trade bad plymouth,2
1742, trade bad trade bad quiet,2
1743, health tuberculosis treatment medical,2
1744, women womens girls womens branch,2
1745, shoe boot boot shoe leather,2
1746, cent increase year decrease,2
1747, food agricultural land prices,2
1748, cost living living cost cent,2
1749, houses housing land agricultural,2
1750, tuberculosis health treatment medical,2
1751, food land agricultural prices,2
1752, women womens girls men,2
1753, miners coal mining mines,2
1754, houses housing building house,2
1755, tuberculosis health treatment disease,2
1756, text image extracted text image,2
1757, upset secretarys organisation office,1
1758, fifteenth bound remember secretaries,1
1759, stamps year cash cent,1
1760, reaching fail send returns,1
1761, suddenly susan christmas dorothy,1
1762, dice loaded telegraphs telephones,1
1763, convince allied covenant faire,1
1764, instructed governing force rules,1
1765, tends reach returns central,1
1766, employment northern ireland britain,1
1767, columbia likelihood adopting saved,1
1768, fifteenth latest day fact,1
1769, wear families stamped stamp,1
1770, differs personnel economic respectfully,1
1771, image text extracted here,1
1772, hm road street smith,1
1773, accuracy precaution ensure reports,1
1774, extended richards mediator ventured,1
1775, intimate beg unless returns,1
1776, rests stamp stated matter,1
